n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
1065,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0544590643274853,0.0185019268829712,373,-2616.38016530653,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1066,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0582441520467836,0.0205512435349536,373,-2453.4912153471,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1067,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0620292397660818,0.0228275472876124,373,-2290.60226538767,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1068,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0658143274853801,0.0253559797625822,373,-2127.71331542823,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1069,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0695994152046783,0.028164467326254,373,-1964.8243654688,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1070,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0733845029239766,0.0312840295346113,373,-1801.93541550937,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1071,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0771695906432748,0.0347491217421368,373,-1639.04646554994,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1072,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.080954678362573,0.0385980156588816,373,-1476.1575155905,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1073,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0847397660818713,0.0428497717824009,373,-1314.11694557878,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1074,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0886825657894736,0.0477343287781299,373,-1146.72505589691,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1075,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0924676535087719,0.0529387922239882,373,-986.256658515543,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1076,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.096095029239766,0.058541721851865,373,-830.257582070808,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1077,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.0998801169590643,0.0649903726468899,373,-668.217012059082,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1078,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.103665204678363,0.0721756941103467,373,-505.610855415551,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1079,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.107450292397661,0.0801261921907398,373,-343.570285403825,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1080,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.112161938048246,0.0893060154795678,373,-175.378960771233,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1081,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.115687710863698,0.099715741749328,373,-4.41408630960526,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1082,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.122748355263158,0.109929223629266,373,146.793324369884,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1083,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.130318530701754,0.121156958340454,373,297.592860074517,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1084,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.137888706140351,0.133622802307709,373,449.452870713781,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1085,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.145458881578947,0.147330948239383,373,600.888691379192,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1086,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.153418698400413,0.162703075826508,373,754.782318657805,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1087,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.16059923245614,0.17842574972369,373,897.821673076068,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1088,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.171954495614035,0.19781153344004,373,1057.75760821753,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1089,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.183782894736842,0.216882716850063,373,1200.48121941996,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1090,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.195611293859649,0.237772555159834,373,1343.07431063044,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1091,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.207912828947368,0.261762842041773,373,1492.12814144268,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1092,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.2206875,0.288190977942929,373,1641.2752008206,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1093,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.233935307017544,0.315639648656406,373,1782.34866641047,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
1094,16,PCT,133.pdf-004.jpg,La 0.81 Mg 0.19 Ni 3.9,La0.17Mg0.04Ni0.8,La Mg Ni,0.17 0.04 0.8,0.17 0.04 0.8,0.247183114035088,0.345216642473129,373,1921.24058356337,32.2475247524753,4.2970297029703,1.36990099009901,129.435643564356,209.207920792079,1.74990099009901,8.16148514851485,0.997920792079208,1604.10891089109,3063.85148514852,8.5049504950495,7.29366336633663,80.6039603960396,149.069306930693,15.0287128712871,9.57742574257426,70.8307920792079,425.693069306931,-4.08079207920792,2.22762376237624,1.57663366336634,-4.6250495049505,-0.231089108910891,-4.63574257425743,0.000396039603960396,-5.47267326732673,19.8352475247525,35.379504950495,-0.253861386138614,0.3162,-0.4546,17.55,5.0594,"['La', 'Mg', 'Ni']","['0.17', '0.04', '0.8']","['La', 'Mg', 'Ni']",[0.17 0.04 0.8],La0.17Mg0.04Ni0.8
